step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1],target[2],actual[2],error[2],P[2],I[2],D[2],integral[2],output[2]
0,0.002,0,0,0,0,0,0,0,0,-0,0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0
1,0.004,0,6.10216e-06,-6.10216e-06,-3.05108e-06,-0,-1.52554e-05,-6.10216e-09,-1.83065e-05,-0,0.000234247,-0.000234247,-0.000117124,-0,-0.000585618,-2.34247e-07,-0.000702741,0,-0.000236833,0.000236833,0.000118416,0,0.000592082,2.36833e-07,0.000710498
2,0.006,1.15657e-07,-8.9381e-06,9.05376e-06,4.52688e-06,-0,3.78898e-05,-3.15056e-09,4.24167e-05,-5.67229e-06,0.000425082,-0.000430754,-0.000215377,-0,-0.000491267,-8.99248e-07,-0.000706644,5.55663e-06,-0.000420377,0.000425934,0.000212967,0,0.000472753,8.99599e-07,0.00068572
3,0.008,-1.55845e-07,1.11607e-05,-1.13166e-05,-5.65828e-06,-0,-5.09258e-05,-5.41335e-09,-5.65841e-05,-2.32471e-05,0.000545422,-0.00056867,-0.000284335,-0,-0.000344789,-1.89867e-06,-0.000629124,2.3403e-05,-0.000533822,0.000557225,0.000278612,0,0.000328227,1.88276e-06,0.00060684
4,0.01,-1.46383e-07,-1.00078e-05,9.86145e-06,4.93073e-06,-0,5.2945e-05,-6.86846e-09,5.78757e-05,-4.72824e-05,0.000583226,-0.000630508,-0.000315254,-0,-0.000154597,-3.09785e-06,-0.000469852,4.74288e-05,-0.000632174,0.000679602,0.000339801,0,0.000305944,3.11959e-06,0.000645745
5,0.012,3.02312e-07,7.43291e-05,-7.40268e-05,-3.70134e-05,-0,-0.000209721,-7.10338e-08,-0.000246734,-7.61674e-05,0.000696685,-0.000772852,-0.000386426,-0,-0.000355859,-4.50121e-06,-0.000742285,7.58651e-05,-0.000572768,0.000648633,0.000324316,0,-7.74243e-05,4.44782e-06,0.000246892
6,0.014,7.02176e-07,-0.000188661,0.000189363,9.46814e-05,0,0.000658474,4.43022e-08,0.000753155,-0.000108336,0.000423177,-0.000531513,-0.000265756,-0,0.000603348,-5.80558e-06,0.000337592,0.000107634,-0.000836453,0.000944086,0.000472043,0,0.000738634,6.04054e-06,0.00121068
7,0.016,1.21017e-06,0.00064007,-0.00063886,-0.00031943,-0,-0.00207056,-4.05195e-07,-0.00238999,-0.000142743,0.00122753,-0.00137027,-0.000685136,-0,-0.0020969,-7.70736e-06,-0.00278203,0.000141532,2.83012e-05,0.000113231,5.66156e-05,0,-0.00207714,7.09786e-06,-0.00202052
8,0.018,1.63442e-06,-0.00195937,0.00196101,0.000980503,0,0.00649966,9.1695e-07,0.00748017,-0.000178385,-0.00141656,0.00123817,0.000619087,-0,0.00652111,-7.83946e-06,0.0071402,0.000176751,-0.00251644,0.00269319,0.0013466,0,0.0064499,9.90428e-06,0.00779649
9,0.02,1.87771e-06,0.00618697,-0.00618509,-0.00309255,-0,-0.0203652,-3.30714e-06,-0.0234578,-0.000214484,0.00656451,-0.00677899,-0.00338949,-0,-0.0200429,-1.33803e-05,-0.0234324,0.000212606,0.00564662,-0.00543402,-0.00271701,0,-0.020318,7.16345e-06,-0.023035
10,0.022,4.07516e-06,-0.0190976,0.0191017,0.00955083,0,0.0632169,9.60943e-06,0.0727677,-0.000250493,-0.018724,0.0184735,0.00923677,-0,0.0631313,-1.68572e-06,0.0723681,0.000246418,-0.0195273,0.0197737,0.00988687,0,0.0630194,2.15032e-05,0.0729063
11,0.024,5.43864e-06,0.05964,-0.0596346,-0.0298173,-0,-0.196841,-3.09235e-05,-0.226658,-0.000286054,0.0599311,-0.0602172,-0.0301086,-0,-0.196727,-4.34294e-05,-0.226835,0.000280616,0.0592914,-0.0590108,-0.0295054,-0,-0.196961,-1.77339e-05,-0.226467
12,0.026,6.20065e-06,-0.185897,0.185903,0.0929514,0,0.613843,9.53447e-05,0.706795,-0.000320917,-0.185679,0.185358,0.0926792,0,0.613939,8.17118e-05,0.706618,0.000314716,-0.186159,0.186473,0.0932367,0,0.61371,0.000109729,0.706947
13,0.028,6.93183e-06,0.579749,-0.579742,-0.289871,-0,-1.91411,-0.000298494,-2.20398,-0.00035502,0.579924,-0.580279,-0.29014,-0,-1.91409,-0.000313209,-2.20423,0.000348088,0.579616,-0.579268,-0.289634,-0,-1.91435,-0.000283066,-2.20399
14,0.03,6.87324e-06,-1.80794,1.80794,0.903972,0,5.96921,0.000929708,6.87319,-0.000388017,-1.80791,1.80753,0.903763,0,5.96952,0.000914038,6.87328,0.000381144,-1.80806,1.80844,0.904222,0,5.96928,0.00094611,6.8735
15,0.032,7.23902e-06,5.63742,-5.63741,-2.81871,-0,-18.6134,-0.00289976,-10,-0.00042074,5.63763,-5.63805,-2.81903,-0,-18.614,-0.00291649,-10,0.000413501,5.63765,-5.63724,-2.81862,-0,-18.6142,-0.00288269,-10
16,0.034,4.77468e-06,-5.16167,5.16167,2.58084,-0,26.9977,-0.0033755,10,-0.000451734,-5.16187,5.16142,2.58071,-0,26.9987,-0.00339312,10,0.00044696,-5.16171,5.16216,2.58108,-0,26.9985,-0.00335777,10
17,0.036,7.45831e-06,5.68564,-5.68563,-2.84282,-0,-27.1183,-0.00389946,-10,-0.000485476,5.68573,-5.68621,-2.84311,-0,-27.1191,-0.00391792,-10,0.000478018,5.68603,-5.68555,-2.84278,-0,-27.1193,-0.00388117,-10
18,0.038,4.18732e-06,-5.10718,5.10718,2.55359,-0,26.982,-0.00447791,10,-0.000516182,-5.10754,5.10702,2.55351,-0,26.9831,-0.00449711,10,0.000511995,-5.10708,5.1076,2.5538,-0,26.9829,-0.00445913,10
19,0.04,7.29961e-06,5.74712,-5.74711,-2.87356,-0,-27.1357,-0.00511784,-10,-0.000551071,5.74709,-5.74764,-2.87382,-0,-27.1367,-0.00513774,-10,0.000543771,5.74767,-5.74713,-2.87356,-0,-27.1368,-0.00509866,-10
20,0.042,3.64001e-06,-5.03716,5.03717,2.51858,-0,26.9607,-0.00582779,10,-0.000583234,-5.03767,5.03709,2.51855,-0,26.9618,-0.00584829,10,0.000579594,-5.03694,5.03752,2.51876,-0,26.9616,-0.00580826,10
21,0.044,7.2263e-06,5.83191,-5.8319,-2.91595,-0,-27.1727,-0.00662252,-10,-0.000621135,5.83144,-5.83206,-2.91603,-0,-27.1729,-0.00664326,-10,0.000613909,5.83219,-5.83158,-2.91579,-0,-27.1727,-0.00660232,-10
22,0.046,1.24696e-05,-4.94396,4.94397,2.47198,-0,26.9397,-0.00751045,10,-0.000657442,-4.94483,4.94417,2.47209,-0,26.9406,-0.00753115,10,0.000644972,-4.94392,4.94456,2.47228,-0,26.9403,-0.00748933,10
23,0.048,2.09358e-05,5.94455,-5.94453,-2.97227,-0,-27.2212,-0.00851101,-10,-0.000698241,5.94359,-5.94429,-2.97215,-0,-27.2212,-0.00853128,-10,0.000677306,5.94495,-5.94427,-2.97214,-0,-27.2221,-0.00848904,-10
24,0.05,2.93148e-05,-4.82277,4.8228,2.4114,-0,26.9183,-0.00963274,10,-0.000740846,-4.82402,4.82328,2.41164,-0,26.9189,-0.00965229,10,0.000711531,-4.82266,4.82337,2.41169,-0,26.9191,-0.00960994,10
25,0.052,4.02356e-05,6.08898,-6.08894,-3.04447,-0,-27.2793,-0.0108989,-10,-0.000789703,6.08759,-6.08838,-3.04419,-0,-27.2791,-0.0109174,-10,0.000749468,6.08952,-6.08877,-3.04439,-0,-27.2804,-0.0108753,-10
26,0.054,5.11575e-05,-4.66881,4.66886,2.33443,-0,26.8945,-0.0123189,10,-0.000839748,-4.67046,4.66962,2.33481,-0,26.895,-0.0123362,10,0.000788591,-4.66852,4.66931,2.33466,-0,26.8952,-0.0122948,10
27,0.056,6.38283e-05,6.2718,-6.27173,-3.13587,-0,-27.3515,-0.0139218,-10,-0.000896078,6.26992,-6.27082,-3.13541,-0,-27.3511,-0.0139373,-10,0.00083225,6.27261,-6.27178,-3.13589,-0,-27.3527,-0.0138973,-10
28,0.058,7.62208e-05,-4.47507,4.47515,2.23757,-0,26.8672,-0.0157184,10,-0.000953878,-4.47713,4.47617,2.23809,-0,26.8675,-0.015732,10,0.000877657,-4.47453,4.47541,2.2377,-0,26.868,-0.0156936,10
29,0.06,8.93571e-05,6.50214,-6.50205,-3.25102,-0,-27.443,-0.0177453,-10,-0.00101998,6.49977,-6.50079,-3.2504,-0,-27.4424,-0.0177566,-10,0.000930626,6.50335,-6.50242,-3.25121,-0,-27.4446,-0.0177206,-10
30,0.062,0.000102007,-4.23981,4.23991,2.11996,-0,26.8549,-0.0200074,10,-0.00108746,-4.22827,4.22718,2.11359,-0,26.8199,-0.0200302,10,0.000985455,-4.23812,4.23911,2.11955,-0,26.8538,-0.0199839,10
31,0.064,0.000185712,6.80123,-6.80104,-3.40052,-0,-27.6024,-0.0225686,-10,-0.000819725,6.81035,-6.81117,-3.40558,-0,-27.5959,-0.0226142,-10,0.000634013,6.80001,-6.79937,-3.39969,-0,-27.5962,-0.0225442,-10
32,0.066,0.000246841,-3.94272,3.94297,1.97148,-0,26.86,-0.0254266,10,-0.000647426,-3.93528,3.93464,1.96732,-0,26.8645,-0.0254907,10,0.000400585,-3.94421,3.94461,1.9723,-0,26.86,-0.025399,10
33,0.068,0.000297287,7.18435,-7.18405,-3.59202,-0,-27.8175,-0.0286677,-10,-0.000426364,7.1902,-7.19063,-3.59531,-0,-27.8132,-0.0287467,-10,0.000129077,7.18301,-7.18288,-3.59144,-0,-27.8187,-0.0286373,-10
34,0.07,0.000340806,-3.54174,3.54208,1.77104,-0,26.8153,-0.0323097,10,-0.000224054,-3.53679,3.53656,1.76828,-0,26.818,-0.0324008,10,-0.000116752,-3.54211,3.542,1.771,-0,26.8122,-0.0322781,10
35,0.072,0.000385271,7.65453,-7.65415,-3.82707,-0,-27.9906,-0.0364217,-10,2.49584e-05,7.65904,-7.65901,-3.82951,-0,-27.9889,-0.0365233,-10,-0.00041023,7.65303,-7.65344,-3.82672,-0,-27.9886,-0.0363896,-10
36,0.074,0.000433822,-3.15486,3.15529,1.57765,-0,27.0236,-0.0409206,10,0.000262619,-3.15172,3.15199,1.57599,-0,27.0275,-0.0410303,10,-0.000696441,-3.15582,3.15512,1.57756,-0,27.0214,-0.0408879,10
37,0.076,0.000501197,8.12533,-8.12483,-4.06242,-0,-28.2003,-0.0458901,-10,0.000538027,8.12871,-8.12817,-4.06409,-0,-28.2004,-0.0460065,-10,-0.00103922,8.12348,-8.12452,-4.06226,-0,-28.1991,-0.0458573,-10
38,0.078,0.000567977,-2.88001,2.88058,1.44029,-0,27.5135,-0.0511344,10,0.000803539,-2.873,2.8738,1.4369,-0,27.5049,-0.0512608,10,-0.00137152,-2.87741,2.87604,1.43802,-0,27.5014,-0.0511058,10
39,0.08,0.00062738,8.29661,-8.29599,-4.14799,-0,-27.9414,-0.0565498,-10,0.00107666,8.30388,-8.3028,-4.1514,-0,-27.9415,-0.0566898,-10,-0.00170404,8.30107,-8.30277,-4.15139,-0,-27.947,-0.0565325,-10
40,0.082,0.000692293,-2.88156,2.88225,1.44113,-0,27.9456,-0.0619635,10,0.00135391,-2.87374,2.87509,1.43755,-0,27.9447,-0.0621175,10,-0.0020462,-2.87729,2.87524,1.43762,-0,27.945,-0.06196,10
41,0.084,0.000743575,8.13562,-8.13488,-4.06744,-0,-27.5428,-0.0672162,-10,0.00164369,8.14898,-8.14734,-4.07367,-0,-27.5561,-0.0673898,-10,-0.00238727,8.14677,-8.14916,-4.07458,-0,-27.561,-0.0672339,-10
42,0.086,0.000807141,-3.12282,3.12363,1.56181,-0,28.1463,-0.0722274,10,0.00193391,-3.10309,3.10502,1.55251,-0,28.1309,-0.0724321,10,-0.00274106,-3.10708,3.10434,1.55217,-0,28.1337,-0.0722788,10
43,0.088,0.000847872,7.78593,-7.78508,-3.89254,-0,-27.2718,-0.0768889,-10,0.00223895,7.81648,-7.81424,-3.90712,-0,-27.2982,-0.0771413,-10,-0.00308683,7.81208,-7.81517,-3.90759,-0,-27.2988,-0.0769896,-10
44,0.09,0.000902461,-3.49516,3.49606,1.74803,-0,28.2029,-0.0811779,10,0.00255055,-3.48826,3.49081,1.74541,-0,28.2626,-0.0814647,10,-0.00345301,-3.4933,3.48985,1.74493,-0,28.2626,-0.0813149,10
45,0.092,0.000926963,7.30982,-7.30889,-3.65445,-0,-27.0124,-0.0849907,-10,0.00287813,7.3124,-7.30952,-3.65476,-0,-27.0008,-0.0852835,-10,-0.00380509,7.31187,-7.31568,-3.65784,-0,-27.0138,-0.0851407,-10
46,0.094,0.000983082,-3.87131,3.87229,1.93614,-0,27.9529,-0.0884273,10,0.00344663,-3.86441,3.86785,1.93393,-0,27.9434,-0.0887251,10,-0.00442971,-3.86844,3.86401,1.93201,-0,27.9492,-0.0885924,10
47,0.096,0.00101852,6.8513,-6.85028,-3.42514,-0,-26.8064,-0.0914053,-10,0.00396432,6.85998,-6.85602,-3.42801,-0,-26.8097,-0.0917133,-10,-0.00498284,6.84728,-6.85226,-3.42613,-0,-26.7907,-0.0915807,-10
48,0.098,0.0011413,-4.26274,4.26389,2.13194,-0,27.7854,-0.0939917,10,0.0043955,-4.24836,4.25276,2.12638,-0,27.7719,-0.0943166,10,-0.00553679,-4.26505,4.25951,2.12976,-0,27.7794,-0.0941734,10
49,0.1,0.00122543,6.53236,-6.53113,-3.26557,-0,-26.9875,-0.096259,-10,0.00488914,6.54658,-6.5417,-3.27085,-0,-26.9861,-0.0966055,-10,-0.00611458,6.52315,-6.52926,-3.26463,-0,-26.9719,-0.0964432,-10
50,0.102,0.00140514,-4.54076,4.54217,2.27108,-0,27.6833,-0.0982479,10,0.00532157,-4.51906,4.52438,2.26219,-0,27.6652,-0.0986228,10,-0.00672671,-4.54786,4.54114,2.27057,-0,27.676,-0.0984313,10
51,0.104,0.00154202,6.29737,-6.29582,-3.14791,-0,-27.095,-0.100002,-10,0.00581735,6.31558,-6.30976,-3.15488,-0,-27.0854,-0.100408,-10,-0.00735937,6.28414,-6.2915,-3.14575,-0,-27.0816,-0.100182,-10
52,0.106,0.00179545,-4.74803,4.74982,2.37491,-0,27.6141,-0.101548,10,0.00621728,-4.72028,4.7265,2.36325,-0,27.5907,-0.101991,10,-0.00801273,-4.75893,4.75091,2.37546,-0,27.606,-0.101722,10
53,0.108,0.00199673,6.11877,-6.11678,-3.05839,-0,-27.1665,-0.102915,-10,0.00670362,6.14758,-6.14087,-3.07044,-0,-27.1684,-0.103406,-10,-0.00870035,6.10141,-6.11011,-3.05505,-0,-27.1526,-0.103081,-10
54,0.11,0.0022299,-4.91477,4.917,2.4585,-0,27.5844,-0.104114,10,0.0072204,-4.87466,4.88188,2.44094,-0,27.5569,-0.104665,10,-0.0094503,-4.9289,4.91945,2.45972,-0,27.5739,-0.104272,10
55,0.112,0.0024423,5.97321,-5.97077,-2.98538,-0,-27.2194,-0.105168,-10,0.00778936,6.01378,-6.00599,-3.003,-0,-27.2197,-0.105789,-10,-0.0102317,5.95037,-5.9606,-2.9803,-0,-27.2001,-0.105313,-10
56,0.114,0.00268717,-5.0572,5.05989,2.52994,-0,27.5766,-0.106079,10,0.00840134,-5.00269,5.01109,2.50554,-0,27.5427,-0.106784,10,-0.0110885,-5.07563,5.06454,2.53227,-0,27.5628,-0.106209,10
57,0.116,0.00291409,5.84658,-5.84366,-2.92183,-0,-27.2589,-0.106863,-10,0.00907342,5.90146,-5.89238,-2.94619,-0,-27.2587,-0.107665,-10,-0.0119875,5.81681,-5.8288,-2.9144,-0,-27.2334,-0.106974,-10
58,0.118,0.00317668,-5.18557,5.18875,2.59437,-0,27.581,-0.107518,10,0.00980191,-5.11371,5.12351,2.56175,-0,27.5397,-0.108434,10,-0.0129786,-5.20988,5.1969,2.59845,-0,27.5643,-0.107605,10
